timestamp,rule_id,rule_level,rule_description,agent_name,agent_ip,src_ip,dst_ip,protocol,full_log
2026-06-24T06:24:31.700+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:27 raya-agent sshd[2992593]: Failed password for invalid user ec2-user from 145.239.196.189 port 49650 ssh2
2026-06-24T06:24:31.700+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,95.182.106.61,,,Jun 24 06:24:28 raya-agent sshd[2992595]: Failed password for invalid user admin from 95.182.106.61 port 62617 ssh2
2026-06-24T06:24:31.700+0000,5503,5,PAM: User login failed.,raya-agent,10.0.0.4,95.182.106.61,,,Jun 24 06:24:27 raya-agent sshd[2992595]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=95.182.106.61
2026-06-24T06:24:31.700+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:27 raya-agent sshd[2992587]: Failed password for invalid user ubuntu from 145.239.196.189 port 34266 ssh2
2026-06-24T06:24:31.716+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,95.182.106.61,,,Jun 24 06:24:29 raya-agent sshd[2992590]: Disconnected from invalid user user2 95.182.106.61 port 62591 [preauth]
2026-06-24T06:24:31.716+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:29 raya-agent sshd[2992599]: Invalid user steam from 145.239.196.189 port 49664
2026-06-24T06:24:31.716+0000,5503,5,PAM: User login failed.,raya-agent,10.0.0.4,95.182.106.61,,,Jun 24 06:24:29 raya-agent sshd[2992597]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=95.182.106.61  user=root
2026-06-24T06:24:31.716+0000,5503,5,PAM: User login failed.,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:29 raya-agent sshd[2992599]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=145.239.196.189
2026-06-24T06:24:31.726+0000,5503,5,PAM: User login failed.,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:31 raya-agent sshd[2992601]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=145.239.196.189
2026-06-24T06:24:31.726+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,95.182.106.61,,,Jun 24 06:24:30 raya-agent sshd[2992595]: Disconnected from invalid user admin 95.182.106.61 port 62617 [preauth]
2026-06-24T06:24:31.726+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:31 raya-agent sshd[2992601]: Invalid user es from 145.239.196.189 port 49680
2026-06-24T06:24:31.899+0000,5402,3,Successful sudo to ROOT executed.,Wazuh-Manager,,,,,Jun 24 06:24:30 Wazuh-Manager sudo[180911]: azureuser : TTY=pts/0 ; PWD=/home/azureuser ; USER=root ; COMMAND=/var/ossec/bin/agent_control -l
2026-06-24T06:24:31.899+0000,5501,3,PAM: Login session opened.,Wazuh-Manager,,,,,Jun 24 06:24:30 Wazuh-Manager sudo[180911]: pam_unix(sudo:session): session opened for user root(uid=0) by azureuser(uid=1000)
2026-06-24T06:24:31.899+0000,5502,3,PAM: Login session closed.,Wazuh-Manager,,,,,Jun 24 06:24:30 Wazuh-Manager sudo[180911]: pam_unix(sudo:session): session closed for user root
2026-06-24T06:24:33.583+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:32 raya-agent sshd[2992599]: Failed password for invalid user steam from 145.239.196.189 port 49664 ssh2
2026-06-24T06:24:33.582+0000,5760,5,sshd: authentication failed.,raya-agent,10.0.0.4,95.182.106.61,,,Jun 24 06:24:31 raya-agent sshd[2992597]: Failed password for root from 95.182.106.61 port 54627 ssh2
2026-06-24T06:24:33.644+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:33 raya-agent sshd[2992601]: Failed password for invalid user es from 145.239.196.189 port 49680 ssh2
2026-06-24T06:24:35.589+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:34 raya-agent sshd[2992603]: Invalid user oracle from 145.239.196.189 port 49684
2026-06-24T06:24:35.589+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:35 raya-agent sshd[2992606]: Invalid user admin from 145.239.196.189 port 49696
2026-06-24T06:24:35.589+0000,5503,5,PAM: User login failed.,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:34 raya-agent sshd[2992603]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=145.239.196.189
2026-06-24T06:24:35.665+0000,5551,10,PAM: Multiple failed logins in a small period of time.,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:35 raya-agent sshd[2992606]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=145.239.196.189
2026-06-24T06:24:37.586+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:36 raya-agent sshd[2992603]: Failed password for invalid user oracle from 145.239.196.189 port 49684 ssh2
2026-06-24T06:24:39.659+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:37 raya-agent sshd[2992606]: Failed password for invalid user admin from 145.239.196.189 port 49696 ssh2
2026-06-24T06:24:41.599+0000,5503,5,PAM: User login failed.,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:39 raya-agent sshd[2992759]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=145.239.196.189
2026-06-24T06:24:41.599+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:39 raya-agent sshd[2992759]: Invalid user vps from 145.239.196.189 port 57558
2026-06-24T06:24:41.599+0000,5503,5,PAM: User login failed.,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:40 raya-agent sshd[2992777]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=145.239.196.189  user=root
2026-06-24T06:24:43.607+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:41 raya-agent sshd[2992759]: Failed password for invalid user vps from 145.239.196.189 port 57558 ssh2
2026-06-24T06:24:43.608+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:43 raya-agent sshd[2992797]: Invalid user test from 145.239.196.189 port 57584
2026-06-24T06:24:43.608+0000,5760,5,sshd: authentication failed.,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:42 raya-agent sshd[2992777]: Failed password for root from 145.239.196.189 port 57574 ssh2
2026-06-24T06:24:45.606+0000,5503,5,PAM: User login failed.,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:43 raya-agent sshd[2992797]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=145.239.196.189
2026-06-24T06:24:45.606+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:44 raya-agent sshd[2992847]: Invalid user mike from 145.239.196.189 port 46220
2026-06-24T06:24:45.606+0000,5503,5,PAM: User login failed.,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:45 raya-agent sshd[2992847]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=145.239.196.189
2026-06-24T06:24:45.606+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:45 raya-agent sshd[2992797]: Failed password for invalid user test from 145.239.196.189 port 57584 ssh2
2026-06-24T06:24:47.637+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:47 raya-agent sshd[2992847]: Failed password for invalid user mike from 145.239.196.189 port 46220 ssh2
2026-06-24T06:24:49.629+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:48 raya-agent sshd[2992853]: Invalid user developer from 145.239.196.189 port 46234
2026-06-24T06:24:49.629+0000,5503,5,PAM: User login failed.,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:49 raya-agent sshd[2992855]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=145.239.196.189  user=root
2026-06-24T06:24:49.629+0000,5503,5,PAM: User login failed.,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:48 raya-agent sshd[2992853]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=145.239.196.189
2026-06-24T06:24:51.665+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:50 raya-agent sshd[2992853]: Failed password for invalid user developer from 145.239.196.189 port 46234 ssh2
2026-06-24T06:24:51.665+0000,5760,5,sshd: authentication failed.,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:51 raya-agent sshd[2992855]: Failed password for root from 145.239.196.189 port 46236 ssh2
2026-06-24T06:24:53.641+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:53 raya-agent sshd[2992857]: Invalid user ubuntu from 145.239.196.189 port 46238
2026-06-24T06:24:55.648+0000,5503,5,PAM: User login failed.,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:53 raya-agent sshd[2992857]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=145.239.196.189
2026-06-24T06:24:55.648+0000,5710,5,sshd: Attempt to login using a non-existent user,raya-agent,10.0.0.4,145.239.196.189,,,Jun 24 06:24:54 raya-agent sshd[2992859]: Invalid user deploy from 145.239.196.189 port 46250
